11:24:57:875,41.7621,44.7779,94.6981
11:24:57:914,41.705,44.5916,94.2644
11:24:57:954,41.4987,44.5103,93.7719
11:24:57:994,42.0638,44.8953,95.0477
11:24:58:034,41.5784,44.5709,94.2421
11:24:58:074,41.8626,44.864,94.7363
11:24:58:114,41.6461,44.6501,94.2686
11:24:58:154,41.6752,44.6728,94.3198
11:24:58:194,41.9001,44.8704,94.7658
11:24:58:234,41.9722,44.9985,94.8722
11:24:58:274,41.9662,44.9878,94.8158
11:24:58:314,41.6211,44.6671,94.1578
11:24:58:354,41.993,45.1667,95.2015
11:24:58:394,41.7399,44.9158,94.4339
11:24:58:434,41.9949,45.0786,94.8931
11:24:58:474,41.7118,44.8748,94.3517
11:24:58:514,41.6748,44.9054,94.3557
11:24:58:554,42.077,45.3076,95.1384
11:24:58:594,42.1491,45.3467,95.4996
11:24:58:634,41.7436,44.8213,94.2856
11:24:58:674,41.9358,45.1101,95.0586
11:24:58:714,41.924,44.8709,94.884
11:24:58:754,41.6165,44.7483,94.3881
11:24:58:794,41.9563,44.8331,95.0601
11:24:58:834,42.0883,44.9108,95.0871
11:24:58:874,41.7852,44.7201,94.6131
11:24:58:914,42.3629,45.1961,96.007
11:24:58:954,41.7188,44.5879,94.5269
11:24:58:994,41.8372,44.5316,94.5425
11:24:59:034,41.8521,44.6891,94.887
11:24:59:074,41.7183,44.5626,94.225
11:24:59:114,41.3397,44.3062,93.7375
11:24:59:154,41.4692,44.3255,93.698
11:24:59:194,41.6316,44.5159,94.1528
11:24:59:234,41.3804,44.3532,93.6928
11:24:59:274,41.5705,44.5898,94.1907
11:24:59:314,41.4377,44.432,93.7204
11:24:59:354,41.7974,44.8065,94.5291
11:24:59:395,41.81,44.8392,94.5381
11:24:59:434,41.7915,44.9256,94.7329
11:24:59:474,41.9426,45.1143,95.0372
11:24:59:514,41.9444,45.1203,95.1262
11:24:59:554,41.7137,44.79,94.5655
11:24:59:594,41.589,44.6638,94.1629
11:24:59:634,41.8423,44.8602,94.9765
11:24:59:674,41.5998,44.5491,94.5281
11:24:59:714,41.5565,44.4862,94.0843
11:24:59:754,41.4062,44.3625,93.8228
11:24:59:794,41.8787,44.7511,95.0282
11:24:59:834,42.06,44.8306,95.1455
11:24:59:874,41.4802,44.2887,94.0813
11:24:59:914,41.5756,44.4891,94.4383
11:24:59:954,41.2846,44.0783,93.498
11:24:59:994,41.7479,44.6279,94.6038
11:25:00:034,41.5503,44.3827,93.8174
11:25:00:074,41.5825,44.4819,94.1074
11:25:00:114,42.0349,44.9561,95.4642
11:25:00:154,41.9379,44.8992,95.1203
11:25:00:194,41.7066,44.6773,94.6115
11:25:00:234,41.9401,44.9111,95.0759
11:25:00:274,41.9727,45.038,95.3761
11:25:00:314,42.0499,44.974,95.0636
11:25:00:354,39.3499,44.9833,94.5828
11:25:00:394,39.5705,45.3136,95.4572
11:25:00:434,41.6016,45.323,94.9624
11:25:00:474,41.8867,45.5708,95.423
11:25:00:514,41.8317,45.4706,95.4124
11:25:00:554,41.3813,44.967,94.485
11:25:00:594,41.6949,44.5711,94.7253
11:25:00:634,41.5806,44.9739,94.978
11:25:00:674,41.4692,44.8598,94.5661
11:25:00:714,41.3256,44.7626,94.3393
11:25:00:754,41.0406,44.4904,94.0564
11:25:00:794,41.3336,44.7152,94.5621
11:25:00:834,41.8678,44.5258,95.0453
11:25:00:874,41.1245,43.8297,93.2915
11:25:00:915,41.8125,44.4164,94.6257
11:25:00:954,41.4322,44.091,93.6843
11:25:00:994,42.0061,44.6848,95.2302
11:25:01:034,41.9968,44.803,95.3732
11:25:01:074,41.7775,44.5621,94.8749
11:25:01:114,42.0716,44.845,95.4618
11:25:01:154,41.7907,44.5646,94.8215
11:25:01:194,41.9649,44.7066,94.9617
11:25:01:234,41.5493,44.3517,94.2633
11:25:01:274,41.56,44.446,94.1078
11:25:01:314,41.8589,44.72,94.5933
11:25:01:354,41.8605,44.8441,94.9044
11:25:01:394,41.8429,44.669,94.4973
11:25:01:434,41.4963,44.2486,93.8318
11:25:01:474,41.8572,44.5636,94.7972
11:25:01:514,41.9128,44.6153,95.0189
11:25:01:554,42.1181,44.7936,95.494
11:25:01:594,41.709,44.324,94.8176
11:25:01:634,41.6832,44.2042,94.3323
11:25:01:674,41.718,44.3125,94.6106
11:25:01:714,41.4388,43.9577,93.7672
11:25:01:754,41.7234,44.3935,94.78
11:25:01:794,42.0961,44.7665,95.6902
11:25:01:834,41.9072,44.5988,95.0748
11:25:01:874,41.9773,44.5752,95.0778
11:25:01:914,41.668,44.2233,94.2111
11:25:01:954,41.7499,44.353,94.6375
11:25:01:994,41.7112,44.4057,94.6518
11:25:02:034,41.967,44.641,95.0814
11:25:02:074,42.1351,44.8249,95.5263
11:25:02:114,41.585,44.3961,94.4379
11:25:02:154,41.3215,44.0967,93.5932
11:25:02:194,41.6038,44.4196,94.3137
11:25:02:234,41.997,44.758,94.721
11:25:02:274,41.8345,44.6879,94.7386
11:25:02:314,41.7496,44.6656,94.5584
11:25:02:354,42.2,45.033,95.2892
11:25:02:395,41.8739,44.7159,94.8214
11:25:02:434,41.571,44.4626,94.3247
11:25:02:474,39.3192,44.7287,94.9114
11:25:02:514,41.2305,44.6893,94.1272
11:25:02:554,40.7336,44.148,93.1035
11:25:02:594,41.2644,44.6536,93.9915
11:25:02:634,40.7446,44.1556,92.9699
11:25:02:674,41.431,44.7201,94.0793
11:25:02:714,40.8609,44.2819,93.0895
11:25:02:754,41.2396,44.5328,93.8901
11:25:02:794,41.4724,44.1965,93.7992
11:25:02:834,41.7309,44.4093,94.2903
11:25:02:874,41.7985,44.5356,94.6361
11:25:02:914,41.8925,44.559,94.3821
11:25:02:954,41.7891,44.5494,94.3179
11:25:02:994,41.7885,44.5156,94.1489
11:25:03:034,41.575,44.2879,93.7445
11:25:03:074,41.3246,44.253,93.2898
11:25:03:114,41.7629,44.624,94.2446
11:25:03:154,41.6045,44.5186,93.8602
11:25:03:194,41.844,44.7658,94.1786
11:25:03:234,41.5625,44.6045,93.9313
11:25:03:274,42.0299,45.1277,94.8818
11:25:03:314,42.172,45.0832,95.0657
11:25:03:354,41.8023,44.7842,94.3036
11:25:03:394,41.5231,44.552,93.8469
11:25:03:434,41.7507,44.6658,94.2276
11:25:03:474,41.7083,44.6577,94.1273
11:25:03:514,41.6899,44.5525,94.0422
11:25:03:554,41.9482,44.8497,94.4848
11:25:03:594,41.8354,44.6846,94.1098
11:25:03:634,41.7422,44.5883,93.9667
11:25:03:674,42.0002,44.7906,94.4829
11:25:03:714,41.725,44.7478,94.0734
11:25:03:754,41.994,44.8711,94.3744
11:25:03:794,41.6384,44.5645,93.5292
11:25:03:834,41.3583,44.3394,93.0266
11:25:03:874,41.9566,44.8514,94.0826
11:25:03:915,41.6242,44.6296,93.5711
11:25:03:954,39.592,45.2247,94.5944
11:25:03:994,39.1597,44.843,93.6048
11:25:04:034,39.244,45.093,94.0736
11:25:04:074,39.3247,45.1643,94.0893
11:25:04:114,39.1018,44.9344,93.5726
11:25:04:154,39.3535,45.0727,93.9747
11:25:04:194,39.0021,44.9213,93.4731
11:25:04:234,39.2889,45.1203,93.8924
11:25:04:274,39.027,44.8132,93.396
11:25:04:314,39.2962,45.001,93.8535
11:25:04:354,38.9493,44.6646,92.9266
11:25:04:394,41.9206,44.9053,93.8465
11:25:04:434,41.1934,44.2728,92.4321
11:25:04:474,41.4947,44.4218,92.9159
11:25:04:514,41.4691,44.3477,92.6765
11:25:04:554,41.581,44.5089,93.1717
11:25:04:594,41.1598,44.1709,92.3098
11:25:04:634,40.9594,44.6149,92.57
11:25:04:674,41.752,45.447,94.4303
11:25:04:714,40.9714,44.6812,92.6181
11:25:04:754,41.3797,45.0925,93.5339
11:25:04:794,41.0257,44.762,92.5717
11:25:04:834,41.2457,44.879,92.8809
11:25:04:874,41.0066,44.7668,92.528
11:25:04:914,41.827,45.5665,94.2393
11:25:04:954,41.6265,45.4789,94.0539
11:25:04:994,41.0974,44.9453,92.5944
11:25:05:034,41.1676,44.8873,92.4306
11:25:05:074,41.0844,44.864,92.4461
11:25:05:114,41.3175,45.0501,92.8217
11:25:05:154,41.2389,45.0602,92.7342
11:25:05:194,41.1138,44.9499,92.5063
11:25:05:234,41.3361,45.1252,92.8725
11:25:05:274,40.9419,44.7425,92.0191
11:25:05:314,41.0131,44.6026,91.8771
11:25:05:354,41.2598,44.7911,92.5379
11:25:05:394,41.1638,44.6421,92.4404
11:25:05:435,41.1587,44.6047,92.38
11:25:05:474,41.3342,44.7808,92.742
11:25:05:514,40.6811,44.1808,91.4126
11:25:05:554,40.7678,44.221,91.4874
11:25:05:594,41.4812,44.9276,93.326
11:25:05:634,41.2016,44.6914,92.7248
11:25:05:674,39.2308,44.6818,93.2
11:25:05:714,40.9975,44.4805,92.2885
11:25:05:754,41.18,44.6177,92.3991
11:25:05:794,41.2293,44.74,92.7668
11:25:05:834,38.824,44.3801,92.3599
11:25:05:874,39.0702,44.5288,92.8278
11:25:05:914,38.5831,44.1298,91.8653
11:25:05:954,41.2463,44.1746,92.0346
11:25:05:994,41.1607,43.9813,91.6539
11:25:06:034,41.3734,44.2297,92.3898
11:25:06:074,41.1527,44.0108,91.7622
11:25:06:114,41.3936,44.1829,92.0445
11:25:06:154,41.2291,44.1226,92.0675
11:25:06:194,41.7322,44.6785,93.0697
11:25:06:234,41.1108,44.0985,91.7147
11:25:06:274,41.1603,44.091,91.7343
11:25:06:314,41.2766,44.1238,92.1151
11:25:06:354,41.6621,44.3454,92.934
11:25:06:394,41.2831,43.9154,91.974
11:25:06:434,41.1023,43.6966,91.4799
11:25:06:474,40.6026,43.1867,90.5095
11:25:06:514,38.8876,44.1366,92.6217
11:25:06:554,38.2953,43.5911,91.3496
11:25:06:594,38.637,43.9284,92.215
11:25:06:634,38.6769,43.9215,92.1771
11:25:06:674,38.4255,43.5803,91.4724
11:25:06:714,41.3607,43.9255,92.1929
11:25:06:754,41.3937,43.9786,92.5949
11:25:06:794,41.4511,43.9149,92.6657
11:25:06:834,41.2306,43.7654,92.067
11:25:06:874,41.1587,43.7921,92.1745
11:25:06:914,41.1449,43.6795,91.8001
11:25:06:955,41.0352,43.5873,91.5889
11:25:06:994,41.0664,44.4242,92.6492
11:25:07:034,40.9837,44.3603,92.3236
11:25:07:074,41.2007,44.489,92.6502
11:25:07:114,40.8735,44.2197,92.1601
11:25:07:154,40.5101,43.9111,91.1935
11:25:07:194,40.5844,43.9562,91.3445
11:25:07:234,40.6279,43.8136,91.2
11:25:07:274,40.6551,43.7078,91.3621
11:25:07:314,38.3863,43.4905,91.4435
11:25:07:354,40.4938,43.561,91.0729
11:25:07:394,40.5685,43.5222,91.0517
11:25:07:434,40.3889,43.5352,91.3825
11:25:07:474,40.4147,43.3479,90.9282
11:25:07:514,40.0925,43.1409,90.3272
11:25:07:554,39.9382,42.899,90.0108
11:25:07:594,40.0586,43.1234,90.5175
11:25:07:634,40.2423,43.1235,90.3131
11:25:07:674,40.7029,43.5989,91.5569
11:25:07:714,38.6815,43.4727,92.0174
11:25:07:754,37.9904,43.0825,90.9676
11:25:07:794,38.4803,43.6271,92.457
11:25:07:834,38.3366,43.332,91.4097
11:25:07:874,38.3258,43.3344,91.6633
11:25:07:914,38.4631,43.5824,92.1255
11:25:07:954,38.0582,43.2308,91.3626
11:25:07:994,37.9217,43.1074,90.7771
11:25:08:034,38.2244,43.3106,91.3728
11:25:08:074,38.5879,43.7845,92.3348
11:25:08:114,38.2977,43.5421,91.5376
11:25:08:154,38.4909,43.515,91.5578
11:25:08:194,38.7888,43.959,92.755
11:25:08:234,38.3894,43.4226,91.7792
11:25:08:274,38.2798,43.2253,91.7776
11:25:08:314,38.5947,43.4481,92.1402
11:25:08:354,38.1665,43.0642,91.4958
11:25:08:394,38.4464,43.3811,92.0973
11:25:08:435,38.3402,43.1712,91.6324
11:25:08:474,40.7158,42.9173,91.1971
11:25:08:514,38.339,43.148,91.45
11:25:08:554,38.2371,43.0546,91.2796
11:25:08:594,38.1428,43.0694,91.3599
11:25:08:634,38.3614,43.2828,91.7424
11:25:08:674,39.0224,43.284,92.6584
11:25:08:714,38.7154,42.9181,91.9959
11:25:08:754,38.5664,42.7621,91.283
11:25:08:794,38.9151,43.3035,92.6116
11:25:08:834,38.9061,43.183,92.1506
11:25:08:874,39.0562,43.4028,92.6285
11:25:08:914,39.0706,43.4299,92.8859
11:25:08:954,38.7397,43.0903,91.9021
11:25:08:994,38.9791,43.4225,92.3338
11:25:09:034,39.0337,43.426,92.3689
11:25:09:074,38.8831,43.3814,92.2342
11:25:09:114,39.0746,43.5352,92.3117
11:25:09:154,38.9286,43.3153,92.1595
11:25:09:194,39.0206,43.2905,92.2176
11:25:09:234,38.7366,43.0197,91.7697
11:25:09:274,38.6199,42.979,91.6548
11:25:09:314,38.6733,42.9512,91.3859
11:25:09:354,38.9031,43.1408,92.1184
11:25:09:394,38.9054,43.0696,92.005
11:25:09:434,39.2575,43.4165,92.7427
11:25:09:474,38.6988,42.9438,91.5088
11:25:09:514,38.8875,43.2128,91.9967
11:25:09:554,39.128,43.4023,92.4609
11:25:09:594,38.9407,43.1758,92.2143
11:25:09:634,38.8975,43.2781,91.9404
11:25:09:674,38.9194,43.3247,92.3266
11:25:09:714,39.0418,43.2612,92.1892
11:25:09:754,38.9698,43.3291,92.25
11:25:09:794,39.096,43.4899,92.3729
11:25:09:834,38.7841,43.335,91.9147
11:25:09:874,39.0914,43.4564,92.256
11:25:09:914,39.1152,43.4869,92.295
11:25:09:955,39.065,43.5181,92.3663
11:25:09:994,38.9576,43.516,92.0307
11:25:10:034,39.5814,44.1179,93.3488
11:25:10:074,38.9144,43.4482,91.8777
11:25:10:116,56.0418,42.0265,106.911
11:25:10:154,38.6536,43.1801,91.3489
11:25:10:194,38.6094,43.209,91.3906
11:25:10:234,38.6789,43.2282,91.3811
11:25:10:274,38.719,43.2058,91.5638
11:25:10:314,38.7916,43.2365,91.6738
11:25:10:354,38.4758,43.0366,91.2474
11:25:10:394,38.6457,42.9528,91.1365
11:25:10:434,38.4309,42.9397,90.8869
11:25:10:474,38.7797,43.1917,91.4014
11:25:10:514,38.595,43.1222,91.3426
11:25:10:554,38.7572,43.3383,91.7076
11:25:10:594,38.6203,43.0779,91.0108
11:25:10:634,38.5291,43.0954,91.0321
11:25:10:674,38.8389,43.4527,91.8157
11:25:10:714,38.985,43.4742,91.7371
11:25:10:754,38.6663,43.2393,91.3527
11:25:10:794,38.9396,43.4479,91.494
11:25:10:834,38.7511,43.4131,91.4589
11:25:10:874,38.8479,43.5962,91.718
11:25:10:914,39.3318,44.0105,92.631
11:25:10:954,39.428,44.1846,92.8329
11:25:10:994,39.2684,43.9394,92.5261
11:25:11:034,38.5459,43.3175,90.9385
11:25:11:074,38.839,43.4606,91.2307
11:25:11:114,39.1721,43.7522,92.2082
11:25:11:154,39.002,43.5771,92.0197
11:25:11:194,39.3943,43.853,92.5622
11:25:11:234,39.2067,43.6799,92.4369
11:25:11:274,39.0232,43.6378,92.1258
11:25:11:314,38.9701,43.5836,91.9885
11:25:11:354,39.1366,43.6484,92.2797
11:25:11:394,39.2967,43.969,92.9892
11:25:11:434,39.0701,43.5689,91.9952
11:25:11:475,39.1263,43.6993,92.3485
11:25:11:514,39.6217,44.1565,93.2752
11:25:11:554,39.2541,43.9526,92.7584
11:25:11:594,39.0549,43.7089,92.2771
11:25:11:634,39.251,43.8783,92.7342
11:25:11:674,38.9453,43.5343,91.8538
11:25:11:714,39.1238,43.9091,92.673
11:25:11:754,38.8867,43.6667,91.8564
11:25:11:794,39.1537,43.9604,92.7982
11:25:11:834,39.0568,43.8161,92.3231
11:25:11:874,39.5826,44.2942,93.3354
11:25:11:914,38.936,43.7377,92.0451
11:25:11:954,39.1488,43.9139,92.093
11:25:11:994,38.8435,43.6637,91.6638
11:25:12:034,38.85,43.5935,91.6274
11:25:12:074,38.7803,43.4092,91.4341
11:25:12:114,38.8073,43.4296,91.5781
11:25:12:154,39.0028,43.5616,92.0656
11:25:12:194,39.0359,43.648,92.3777
11:25:12:234,38.7901,43.2439,91.4579
11:25:12:274,38.8174,43.1996,91.4862
11:25:12:314,38.6993,43.1218,91.5121
11:25:12:354,38.707,43.1185,91.4188
11:25:12:394,38.5853,43.041,91.3559
11:25:12:434,38.3032,42.9597,91.0524
11:25:12:474,39.0632,43.5765,92.4935
11:25:12:514,39.1714,43.6343,92.669
11:25:12:554,39.2402,43.8875,93.0678
11:25:12:594,39.2239,43.7486,92.8061
11:25:12:634,39.0809,43.6253,92.6747
11:25:12:674,38.6864,43.3118,91.8726
11:25:12:714,39.0343,43.6488,92.3469
11:25:12:754,39.1415,43.6693,92.4959
11:25:12:794,38.5668,43.1941,91.4032
11:25:12:834,38.786,43.3833,91.5464
11:25:12:874,38.7423,43.5267,91.8255
11:25:12:914,38.983,43.6865,92.279
11:25:12:954,39.1107,43.7794,92.3804
11:25:12:995,39.0993,43.7896,92.4771
11:25:13:034,39.173,43.7306,92.3498
11:25:13:074,39.0125,43.6632,92.4069
11:25:13:114,39.1038,43.5494,92.3895
11:25:13:154,38.8814,43.3098,92.2026
11:25:13:194,38.6965,43.1819,91.8253
11:25:13:234,38.5703,43.0846,91.6916
11:25:13:274,38.8787,43.3799,92.3537
11:25:13:314,38.8273,43.1055,91.8822
11:25:13:354,38.4847,42.9562,91.4228
11:25:13:394,38.6915,43.0808,91.8838
11:25:13:434,38.572,42.9325,91.5044
11:25:13:474,38.6965,43.0429,91.7973
11:25:13:514,38.7167,43.2037,92.0554
11:25:13:554,39.1098,43.3791,92.3957
11:25:13:594,38.8387,43.3481,92.2242
11:25:13:634,39.5718,44.0733,94.2199
11:25:13:674,38.9888,43.4687,92.6166
11:25:13:714,39.141,43.6571,93.0043
11:25:13:754,38.6678,43.1728,91.8108
11:25:13:794,38.8792,43.4147,92.4534
11:25:13:834,39.0507,43.6897,92.8071
11:25:13:874,39.6347,44.2779,94.1379
11:25:13:914,39.4981,44.2431,94.0747
11:25:13:954,39.7031,44.3287,94.3217
11:25:13:994,39.4053,44.0027,93.9104
11:25:14:034,39.7415,44.2583,94.8095
11:25:14:074,39.464,43.9078,94.464
11:25:14:114,39.283,43.6906,93.6925
11:25:14:154,39.0152,43.3996,93.1323
11:25:14:194,39.3334,43.5977,93.6251
11:25:14:234,38.9666,43.332,93.0963
11:25:14:274,39.2126,43.5498,93.6525
11:25:14:314,39.447,43.7343,94.0674
11:25:14:354,39.2011,43.5987,93.6873
11:25:14:394,39.2715,43.5723,93.3825
11:25:14:434,39.5576,43.8944,94.2126
11:25:14:474,38.9921,43.3499,92.9623
11:25:14:514,39.4942,43.7711,93.7755
11:25:14:554,39.3938,43.7417,93.7348
11:25:14:594,39.3536,43.7638,93.8402
11:25:14:634,39.2957,43.8498,93.8039
11:25:14:674,39.0506,43.5328,93.0617
11:25:14:714,39.5597,44.0169,94.187
11:25:14:754,39.5597,44.0003,93.9108
11:25:14:794,39.2839,43.7925,93.4973
11:25:14:834,39.106,43.5697,93.0224
11:25:14:874,39.3016,43.7751,93.7981
11:25:14:914,38.9068,43.2196,92.4972
11:25:14:954,38.8671,43.128,92.4269
11:25:14:994,38.8465,43.1186,92.7239
11:25:15:034,39.0393,43.2442,93.0486
11:25:15:074,39.1106,43.3549,93.0786
11:25:15:114,38.7164,42.9768,92.4206
11:25:15:154,38.8089,43.1232,92.5903
11:25:15:194,38.5337,42.8624,92.0697
11:25:15:234,39.1273,43.3922,93.2521
11:25:15:274,39.1639,43.5094,93.3955
11:25:15:314,39.329,43.6898,93.8969
11:25:15:354,38.9961,43.5088,93.1005
11:25:15:394,39.0561,43.4584,93.098
11:25:15:434,38.8737,43.4304,92.9396
11:25:15:474,38.9637,43.3724,92.6552
11:25:15:514,39.1354,43.6343,93.1616
11:25:15:554,38.9563,43.4178,92.6438
11:25:15:594,38.8549,43.4565,92.447
11:25:15:634,38.7437,43.4099,92.5601
11:25:15:674,39.0568,43.6905,93.0634
11:25:15:714,38.9092,43.5039,92.7162
11:25:15:754,39.1079,43.6669,93.4569
11:25:15:794,39.3014,43.6217,93.4015
11:25:15:834,38.9353,43.3211,92.61
11:25:15:874,38.5882,43.0567,92.0774
11:25:15:914,38.6922,43.0283,92.0405
11:25:15:954,39.01,43.3618,92.8472
11:25:15:995,38.9187,43.2836,92.5037
11:25:16:034,38.8965,43.3525,92.8825
11:25:16:074,39.1042,43.3877,93.1164
11:25:16:114,38.9866,43.1771,92.5793
11:25:16:154,38.6391,42.9892,92.1328
11:25:16:194,39.0111,43.4826,93.0576
11:25:16:234,38.8523,43.2765,92.5342
11:25:16:274,39.2493,43.6086,93.3794
11:25:16:314,38.8102,43.342,92.5895
11:25:16:354,38.8049,43.2814,92.4071
11:25:16:394,38.6458,43.084,91.8682
11:25:16:434,38.4331,43.0368,91.5287
11:25:16:474,38.7813,43.4755,92.7918
11:25:16:514,38.8583,43.514,92.712
11:25:16:554,38.6671,43.4245,92.2681
11:25:16:594,38.7268,43.3771,92.2219
11:25:16:634,38.8207,43.4095,92.2564
11:25:16:674,38.7949,43.3627,92.4237
11:25:16:714,39.1975,43.7242,93.3073
11:25:16:754,39.2439,43.7038,93.3264
11:25:16:794,38.8542,43.507,92.8857
11:25:16:834,39.1393,43.7155,93.3502
11:25:16:874,39.0882,43.6794,92.9972
11:25:16:914,39.3837,43.8457,93.6205
11:25:16:954,39.262,43.8792,93.614
11:25:16:994,38.8547,43.4131,92.4188
11:25:17:034,38.8155,43.3617,92.4871
11:25:17:074,39.0602,43.7549,93.1124
11:25:17:114,38.7765,43.5229,92.3514
11:25:17:154,39.3967,44.0134,93.6106
11:25:17:194,38.8459,43.5999,92.4677
11:25:17:234,38.8135,43.4723,92.0567
11:25:17:274,39.287,44.106,93.3921
11:25:17:314,39.1472,43.7929,92.64
11:25:17:354,38.7718,43.5293,91.9843
11:25:17:394,39.3494,44.0813,93.2139
11:25:17:434,38.7136,43.4428,91.9169
11:25:17:474,39.5834,44.2493,93.7832
11:25:17:515,38.6749,43.3535,91.7437
11:25:17:554,38.8587,43.6047,92.3111
11:25:17:594,39.01,43.7023,92.6316
11:25:17:634,38.8055,43.3905,91.8017
11:25:17:674,38.7999,43.4134,91.8682
11:25:17:714,38.9624,43.5905,92.3209
11:25:17:754,39.4191,43.9361,93.2094
11:25:17:794,38.8061,43.4441,91.8472
11:25:17:834,38.7043,43.3976,91.541
11:25:17:874,38.3997,43.1302,90.7063
11:25:17:914,39.2499,43.7483,92.3386
11:25:17:954,38.9992,43.6339,92.1212
11:25:17:994,39.215,43.9168,92.3845
11:25:18:034,39.3547,44.0314,92.8294
11:25:18:074,38.7959,43.501,91.5128
11:25:18:114,39.2249,43.9296,92.3283
11:25:18:154,38.939,43.5957,91.5867
11:25:18:194,39.0343,43.7629,92.0333
11:25:18:234,38.819,43.5174,91.4235
11:25:18:274,38.6009,43.2724,91.0095
11:25:18:314,38.9495,43.4726,91.4545
11:25:18:354,39.0484,43.5785,91.669
11:25:18:394,38.8057,43.4299,91.3835
11:25:18:434,38.8182,43.5195,91.6902
11:25:18:474,39.11,43.6451,91.7518
11:25:18:514,38.7368,43.1535,90.854
11:25:18:554,39.0906,43.5005,91.6118
11:25:18:594,38.8638,43.4326,91.2201
11:25:18:634,38.9772,43.4744,91.4761
11:25:18:674,38.87,43.4374,91.1782
11:25:18:714,38.9689,43.4891,91.4542
11:25:18:754,38.7356,43.3094,90.9926
11:25:18:794,38.4497,43.0634,90.1481
11:25:18:834,38.449,43.0568,90.275
11:25:18:874,38.6215,43.0756,90.1508
11:25:18:914,38.6705,43.2976,90.7047
11:25:18:954,39.1123,43.7257,91.4915
11:25:18:994,38.71,43.2075,90.4889
11:25:19:035,38.7369,43.1671,90.6639
11:25:19:074,38.7792,43.1334,90.5532
11:25:19:114,38.5581,42.9989,90.2856
11:25:19:154,38.7052,43.1207,90.6617
11:25:19:194,38.7607,43.1198,90.6391
11:25:19:234,38.7514,43.0643,90.6312
11:25:19:274,38.4284,42.7898,90.0303
11:25:19:314,38.7226,43.0057,90.529
11:25:19:354,38.7038,43.032,90.7712
11:25:19:394,38.575,42.8907,90.1283
11:25:19:434,38.3228,42.6798,89.4965
11:25:19:474,38.8175,43.1261,90.6908
11:25:19:514,38.2307,42.7323,89.4659
11:25:19:554,38.0536,42.5466,89.0666
11:25:19:594,38.5117,42.8631,89.8855
11:25:19:634,38.4619,42.9364,89.7941
11:25:19:674,38.331,42.7742,89.4668
